label,link,text
0,https://isss.illinois.edu/scholars/life_in_cu.html,"International Faculty, Staff, and Scholar Resources"
0,http://safetyabroad.illinois.edu,International Safety & Security
0,http://igi.illinois.edu,Illinois Global Institute
0,https://illinois.edu/arts/index.html,Arts & Culture
0,http://faa.illinois.edu/,College of Fine & Applied Arts
0,http://las.illinois.edu/units/,College of Liberal Arts and Sciences
0,http://oiir.illinois.edu/,Inclusion and Intercultural Relations
0,http://kam.illinois.edu/,Krannert Art Museum
0,http://spurlock.illinois.edu/,Spurlock Museum
0,http://japanhouse.art.illinois.edu/en/,Japan House
0,http://allerton.illinois.edu,Allerton Park and Retreat Center
0,http://union.illinois.edu,Illini Union
0,https://illinois.edu/athletics/index.html,Athletics
0,https://www.disability.illinois.edu,Wheelchair & Adapted Sports
0,http://campusrec.illinois.edu/,Campus Recreation
0,https://illinois.edu/Library/resources/calendars.html,Calendars
0,https://covid19.illinois.edu, University COVID-19 Information 
0,https://blogs.illinois.edu/view/6231,Illinois News
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=361,Agriculture
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=362,Arts
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=363,Business
0,https://news.illinois.edu/viewCategory/6367?ACTION=POST_LIST&queryCategory=546&queryCategory=548&queryCategory=549&queryCategory=550&queryCategory=551&queryCategory=552,Campus
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=365,Education
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=366,Engineering
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=367,Health
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=368,Humanities
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=369,Law
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=370,Life Sciences
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=371,Physical Sciences
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=372,Social Sciences
0,https://news.illinois.edu/view/6367?ACTION=POST_LIST&queryCategory=373,Veterinary Medicine
0,https://aces.illinois.edu/,"Agricultural, Consumer and Environmental Sciences"
0,http://www.ahs.illinois.edu,Applied Health Sciences
0,https://beckman.illinois.edu/, Beckman Institute for Advanced Science and Technology
0,https://cancer.illinois.edu/,Cancer Center at Illinois
0,https://www.igb.illinois.edu/, Carl R. Woese Institute for Genomic Biology
0,https://medicine.illinois.edu,Carle Illinois College of Medicine
0,https://education.illinois.edu,Education
0,https://faa.illinois.edu,Fine and Applied Arts
0,https://dgs.illinois.edu,General Studies
0,https://giesbusiness.illinois.edu/,Gies College of Business 
0,https://grad.illinois.edu,Graduate College
0,https://grainger.illinois.edu/,The Grainger College of Engineering
0,https://www.iprh.illinois.edu/,Humanities Research Institute
0,https://ischool.illinois.edu/,Information Sciences
0,https://sustainability.illinois.edu/,"Institute for Sustainability, Energy, and Environment"
0,https://healthinstitute.illinois.edu/,Interdisciplinary Health Sciences Institute
0,https://ler.illinois.edu,Labor and Employment Relations
0,https://law.illinois.edu,Law
0,https://las.illinois.edu,Liberal Arts and Sciences
0,https://media.illinois.edu,Media
0,https://www.ncsa.illinois.edu/,National Center for Supercomputing Applications
0,https://prairie.illinois.edu/,Prairie Research Institute
0,https://socialwork.illinois.edu,Social Work
0,https://vetmed.illinois.edu,Veterinary Medicine
0,https://illinois.edu/map/view,Campus Map
0,https://techservices.illinois.edu/services/email,Email
0,https://www.atmos.illinois.edu/go/wx,Weather
0,https://provost.illinois.edu/student-consumer-information/student-complaint-process/,Student Grievances
0,https://illinois.edu/resources/contact.html,Contact
0,https://illinois.edu/students/prospective.html,Prospective Students
0,https://strategicplan.illinois.edu/,The Next 150 Strategic Plan
0,https://inclusiveillinois.illinois.edu/,Inclusive Illinois
0,https://illinois.edu/resources/emergency.html,Emergency Info
0,https://chancellor.illinois.edu/land_acknowledgement.html,Land Acknowledgement Statement
0,https://www.fs.illinois.edu/resources/newsroom/2019/03/29/mcore-project-4-sidewalks-and-accessible-entrances,MCORE Construction Updates
0,https://illinois.edu/resources/employment.html,Employment
0,https://illinois.edu/resources/website/copyright.html,Copyright
0,https://illinois.edu/resources/website/accessibility.html,Accessibility
0,https://illinois.edu/resources/contact.html#site-feedback,Feedback
0,https://illinois.edu/, Scroll To Top 
1,https://illinois.edu/facultystaff/index.html#content-main,Skip to main content
0,https://illinois.edu/alumni/index.html#content-main,Skip to main content
0,https://illinois.edu/about/leadership.html#content-main,Skip to main content
0,https://illinois.edu/about/tours.html#content-main,Skip to main content
0,https://illinois.edu/about/rankings.html#content-main,Skip to main content
0,https://illinois.edu/students/index.html#content-main,Skip to main content
0,https://illinois.edu/about/index.html#content-main,Skip to main content
0,https://illinois.edu/about/facts.html#content-main,Skip to main content
0,https://illinois.edu/about/research.html#content-main,Skip to main content
0,https://illinois.edu/index.html#content-main,Skip to main content
0,https://illinois.edu/about/awards.html#content-main,Skip to main content
0,https://directory.illinois.edu/search#content-main,Skip to main content
0,http://humanresources.illinois.edu/, Illinois Human Resources
0,http://illinois.edu/calendar/list/557, Academic Calendar
0,http://cam.illinois.edu/, Campus Administrative Manual
0,http://citl.illinois.edu/citl-101/conference-services,Conference Services
0,http://www.fs.illinois.edu/,Facilities & Services
0,https://jobs.illinois.edu/,Jobs at Illinois
0,http://www.parking.illinois.edu,Parking
0,http://techservices.illinois.edu/,Technology Services
0,https://box.illinois.edu,Box Login
0,http://www.campusrec.illinois.edu,Campus Recreation
0,http://humanresources.illinois.edu/campus-wellbeing-services/index.html,Campus Wellbeing Services
0,http://ccrs.illinois.edu/,Child Care Resource Service
0,http://humanresources.illinois.edu/about/employee-development-and-learning.html,Employee Development and Learning
0,http://humanresources.illinois.edu/fsas/index.html,Faculty/Staff Assistance Services
0,http://police.illinois.edu/emergency/illini-alert/,Illini Alert Sign-up
0,https://directory.illinois.edu,Campus Directory
0,http://www.giving.illinois.edu/, Give Now
0,https://directory.illinois.edu/azList,A-Z Index
0,http://admissions.illinois.edu/apply/,Apply
0,http://blog.admissions.illinois.edu/,Blogs
0,http://admissions.illinois.edu/Visit/campus-visits,Visit
0,https://provost.illinois.edu/assessment/institutional-accreditation/,Accreditation
0,https://illinois.edu/about/landmarks.html,Campus Landmarks
0,http://www.inclusiveillinois.illinois.edu/,Inclusive Illinois
0,http://international.illinois.edu/studyabroad/healthsafety.html,International Health & Safety
0,http://senate.illinois.edu/,Academic Senate
0,http://brand.illinois.edu/,Identity Standards
0,http://safetyabroad.illinois.edu/policy/travel-policies/,Independent Travel Abroad
0,http://safetyabroad.illinois.edu/insurance/coverage/,International Insurance
0,http://provost.illinois.edu/policies/provosts-communications/,Provost’s Communications
0,http://studentcode.illinois.edu/,Student Code
0,http://safetyabroad.illinois.edu/policy/high-risk-destinations/,Travel to High Risk Destinations
0,http://citl.illinois.edu/,Center for Innovation in Teaching and Learning
0,https://illinois.edu/admissions/index.html#content-main,Skip to main content
0,https://illinois.edu/resources/calendars.html#content-main,Skip to main content
0,https://with.illinois.edu/,
0,https://with.illinois.edu/contact/,
0,https://giving.illinois.edu/yourgift,Enter it here.
0,http://admissions.illinois.edu/myillini,Request Info
0,https://www.grad.illinois.edu/admissions,Graduate College
0,https://www.grad.illinois.edu/admissions/apply,Apply
0,https://www.grad.illinois.edu/program-contacts,Programs & Contacts
0,https://www.grad.illinois.edu/funding-jobs,Funding
0,https://studentaffairs.illinois.edu/,Student Affairs
0,http://online.illinois.edu/,Illinois Online
0,https://courses.illinois.edu/,Course Explorer
0,https://registrar.illinois.edu/registration/registration-process/online-registration/,Register for Class
0,http://senate.illinois.edu/ep0942.html,Academic Calendar
0,https://registrar.illinois.edu/academic-records/transcripts/,Transcripts
0,https://registrar.illinois.edu/,Registrar
0,https://compass2g.illinois.edu/webapps/login/,Compass
0,http://homecoming.illinois.edu/, Homecoming
0,http://illinois.edu/ds/socialMedia,
0,http://giving.illinois.edu,Giving at Illinois
0,https://bookstore.illinois.edu,Illini Union Bookstore
0,http://inclusiveillinois.illinois.edu/,Inclusive Illinois
0,http://chancellor.illinois.edu/,"Chancellor, University of Illinois at Urbana-Champaign"
0,https://chancellor.illinois.edu/about.html,About Robert Jones
1,https://provost.illinois.edu/staff-directory/cangellaris-andreas/,About Andreas Cangellaris
1,http://research.illinois.edu/about-ovcr/staff-directory,About Susan Martinis
0,https://studentaffairs.illinois.edu/node/10127,About Danita Brown Young
0,http://www.vcia.illinois.edu,Vice Chancellor for Institutional Advancement
0,http://with.illinois.edu/our-team/,About Barry Benson
0,http://www.senate.illinois.edu/,Campus Senate Website
0,https://admissions.illinois.edu/Visit/photo-tour,Illinois Photo Tour
0,http://housing.illinois.edu/living-options/residence-halls,Residence Hall Tours
0,https://illinois.edu/about/quadcam.html,Quad Cam
0,https://illinois.edu/about/almacam.html,Alma Cam
0,https://illinois.edu/about/rankings_ug.html, Latest Undergraduate Rankings
0,https://illinois.edu/about/rankings_grad.html, Latest Graduate Rankings
0,http://publicaffairs.illinois.edu/,Public Affairs
0,https://compass2g.illinois.edu/, Illinois Compass Login
0,http://go.illinois.edu/courseexplorer, Course Explorer
0,https://student.myillini.illinois.edu, myillini
0,http://registrar.illinois.edu/academic-calendars,Academic Deadlines
0,http://honors.illinois.edu/,Campus Honors
0,http://registrar.illinois.edu/academic-records,Check My Records 
0,http://registrar.illinois.edu/check-your-grades,Check My Grades
0,http://compass2g.illinois.edu/,Illinois Compass
0,https://learn.illinois.edu/,Learn@Illinois Moodle
0,https://dgs.illinois.edu/academic-advising,Advising & Academic Services
0,http://careercenter.illinois.edu/,Career Center 
0,http://counselingcenter.illinois.edu/,Counseling Center
0,http://odos.illinois.edu/,Dean of Students Office
0,http://www.disability.illinois.edu/,Disability Resources & Educational Services
0,https://odos.illinois.edu/community-of-care/emergency-dean/,Emergency Dean
0,https://illinois.edu/about/facts.html#facts-history,History
0,http://www.research.illinois.edu/,Vice Chancellor for Research
0,https://news.illinois.edu/view/6367,Research News
0,https://calendars.illinois.edu/list/4757,Research Calendar
0,https://web.extension.illinois.edu/state/index.html,U of I Extension
0,https://4h.extension.illinois.edu/,4-H Youth Development
0,http://international.illinois.edu/students/admissions/index.html,International Admissions
0,http://international.illinois.edu/students/academic/acadprograms.html,Academic Programs
0,http://isss.illinois.edu/students/,International Student Resources
0,http://isss.illinois.edu/scholars/index.html,"International Faculty, Staff, and Scholar Resources"
0,http://osfa.illinois.edu/,Financial Aid
0,http://illinoisleadership.illinois.edu/,Leadership Center
0,http://www.omsa.illinois.edu/,Minority Student Affairs
0,http://odos.illinois.edu/sls/,Student Legal Services
0,http://studyabroad.illinois.edu/,Study Abroad
0,https://occl.illinois.edu/,Off-Campus Community Living
0,http://housing.illinois.edu/dining/locations/dining-halls,Dining
0,http://fsaffairs.illinois.edu,Fraternity & Sorority Affairs
0,http://housing.illinois.edu/,Housing
0,http://mckinley.illinois.edu/,McKinley Health Center
0,http://union.illinois.edu/see-and-do/fun/rec-room,Illini Union Rec Room
0,http://union.illinois.edu/get-involved/office-of-registered-organizations,Registered Student Organizations
0,https://police.illinois.edu,Campus Safety 
0,https://commencement.illinois.edu,Commencement (Graduation Ceremonies)
0,https://bookstore.illinois.edu/,Illini Union Bookstore
0,https://techzone.illinois.edu,Illini Union Tech Zone
0,https://admissions.illinois.edu/commitment,Illinois Commitment (tuition assistance)
0,https://parking.illinois.edu/,Parking
0,https://illinois.edu/about/awards.html#awards-pulitzers, 29 Pulitzer Prizes
0,https://illinois.edu/about/facts.html#facts-location,Location
0,https://illinois.edu/about/facts.html#facts-units,Colleges & Units
0,https://illinois.edu/about/facts.html#facts-academic-resources,Academic Resources
0,https://illinois.edu/about/facts.html#facts-campus-life,Campus Life
0,https://illinois.edu/about/facts.html#facts-undergrad,Undergraduate Education
0,https://illinois.edu/about/facts.html#facts-graduate,Graduate & Professional Education
1,https://illinois.edu/about/facts.html#facts-people,People
0,https://illinois.edu/about/facts.html#facts-administration,Administration
0,https://illinois.edu/about/facts.html#facts-admissions,Admissions
0,http://www.aces.illinois.edu/,"College of Agricultural, Consumer and Environmental Sciences"
0,http://www.business.illinois.edu,Gies College of Business 
0,http://education.illinois.edu,College of Education
0,http://engineering.illinois.edu,Grainger College of Engineering
0,http://www.faa.illinois.edu,College of Fine and Applied Arts
0,http://www.grad.illinois.edu,Graduate College
0,http://www.ler.illinois.edu,School of Labor and Employment Relations
0,http://www.law.illinois.edu,College of Law
0,http://www.las.illinois.edu,College of Liberal Arts and Sciences
0,https://illinois.edu/about/awards.html#awards-nobels,Nobel Laureates
0,https://oiir.illinois.edu/,Inclusion and Intercultural Relations
0,https://kam.illinois.edu/,Krannert Art Museum
0,https://www.spurlock.illinois.edu/,Spurlock Museum
0,https://allerton.illinois.edu/,Allerton Park and Retreat Center
0,https://union.illinois.edu/,Illini Union
0,http://disability.illinois.edu/athletics,Wheelchair & Adapted Sports
0,https://campusrec.illinois.edu/,Campus Recreation
0,http://bands.illinois.edu/content/MI/,Marching Illini
1,https://directory.illinois.edu/facultyListing,"Faculty Listing by Department,"
0,https://directory.illinois.edu/departmentsUnits,"Primary Units and Departments,"
0,https://directory.illinois.edu/socialMedia,Social Media.
0,https://www.atmos.illinois.edu/weather/index.php,Weather
0,http://giving.illinois.edu/,Giving
0,http://identitystandards.illinois.edu,Identity Standards
0,https://wecare.illinois.edu/,Sexual Misconduct Support & Reporting
0,https://studentcode.illinois.edu/,Student Code
0,https://osfa.illinois.edu/types-of-aid/employment,Student Employment
0,https://techservices.illinois.edu/,Technology Services
0,https://webstore.illinois.edu/,WebStore
0,http://grad.illinois.edu, Graduate College
0,http://go.illinois.edu/nondegree, Non-Degree Admissions
0,https://illinois.edu/resources/calendars_process.html,Calendar process and policies
0,http://illinois.edu/toolbox,Set up your unit calendar
0,http://ischool.illinois.edu/,School of Information Sciences
0,http://media.illinois.edu,College of Media
0,http://medicine.illinois.edu,Carle Illinois College of Medicine
0,http://www.socialwork.illinois.edu,School of Social Work
0,http://vetmed.illinois.edu,College of Veterinary Medicine
0,http://oiir.illinois.edu/aacc,Asian-American Cultural Center
0,http://oiir.illinois.edu/bnaacc,Bruce D. Nesbitt African-American Cultural Center
0,http://oiir.illinois.edu/la-casa-cultural-latina,La Casa Cultural Latina
0,http://oiir.illinois.edu/native-american-house,Native American House
0,http://oiir.illinois.edu/womens-center,Women's Resources Center
0,http://oiir.illinois.edu/lgbt-resource-center,LGBT Resource Center
0,https://chancellor.illinois.edu/view/7101/678012,Land Acknowledgement Statement
0,https://illinois.edu/lb/rss/19/text.xml, RSS
0,https://admissions.illinois.edu/Discover/Illini-success,Value of an Illinois Degree
0,http://admissions.illinois.edu/Discover/illinois-facts,Illinois Facts
0,http://admissions.illinois.edu/faq,Frequently Asked Questions
0,http://grad.illinois.edu/admissions/instructions,How to Apply
0,http://illinois.edu/calendar/list/7,General events
0,http://illinois.edu/calendar/list/594,Advising and placement
0,http://illinois.edu/calendar/list/4756,Chicago Events
0,http://illinois.edu/calendar/list/596,Cultural and international
0,http://illinois.edu/calendar/list/62,Exhibits
0,https://extension.illinois.edu/global/events,Extension programs
0,http://illinois.edu/calendar/list/63,Facility hours
0,http://illinois.edu/calendar/list/468,Holidays
0,http://illinois.edu/calendar/list/597,Performances
0,http://illinois.edu/calendar/list/637,Recreation
0,http://illinois.edu/calendar/list/4757,Research
0,http://illinois.edu/calendar/list/598,Speakers
0,http://illinois.edu/calendar/list/642,Staff training
0,https://illinois.edu/parents/index.html#content-main,Skip to main content
0,http://police.illinois.edu/services/campus-safety-tips/, Campus Safety
0,http://uofiparentprograms.illinois.edu/, Parent & Family Programs
0,https://illinois.edu/calendar/list/557,Academic Calendar
0,https://admissions.illinois.edu/,Admissions – Undergraduate
0,https://osfa.illinois.edu/,Financial Aid
0,https://housing.illinois.edu/,Housing
0,https://mckinley.illinois.edu/parents/parents-and-families,McKinley Health Center
0,https://uofiparentprograms.illinois.edu/,Parent & Family Programs
0,https://blog.admissions.illinois.edu/,
0,https://blog.admissions.illinois.edu/?page_id=12,Contributors
0,https://blog.admissions.illinois.edu/?cat=6,Academics
0,https://blog.admissions.illinois.edu/?cat=11,Admissions
0,https://blog.admissions.illinois.edu/?cat=17,Campus Life
0,https://blog.admissions.illinois.edu/?cat=615,College Prep
0,https://blog.admissions.illinois.edu/?cat=12,Financial Aid
0,https://blog.admissions.illinois.edu/?cat=5,Illini Success
0,https://blog.admissions.illinois.edu/?cat=31,Resources
0,https://admissions.illinois.edu,admissions.illinois.edu
0,https://blog.admissions.illinois.edu/?p=38962, 
0,https://blog.admissions.illinois.edu/?author=160, Franklin
0,https://blog.admissions.illinois.edu/?p=38962#respond,Add comment
0,https://blog.admissions.illinois.edu/?p=38873,
0,https://blog.admissions.illinois.edu/?author=158, Taylor
0,https://blog.admissions.illinois.edu/?p=38709,College tips: How to work from home
0,https://blog.admissions.illinois.edu/?author=173, Veronica
0,https://blog.admissions.illinois.edu/?p=38709#respond,Add comment
0,https://blog.admissions.illinois.edu/?p=38949,
0,https://blog.admissions.illinois.edu/?author=159, Noah
0,https://blog.admissions.illinois.edu/?p=38846,
0,https://blog.admissions.illinois.edu/?author=170, Ryan
0,https://blog.admissions.illinois.edu/?p=39019,UIUC Is ACT/SAT Test-Optional for 2021 Freshman Applicants
0,https://blog.admissions.illinois.edu/?author=162, Brian
0,https://blog.admissions.illinois.edu/?p=39019#comments,4 comments
0,https://blog.admissions.illinois.edu/?p=38327,
0,https://blog.admissions.illinois.edu/?author=25, Illinois Admissions
0,https://blog.admissions.illinois.edu/?p=39095,
0,https://blog.admissions.illinois.edu/?author=171, Kaitlyn
0,https://blog.admissions.illinois.edu/?p=39090,
0,https://blog.admissions.illinois.edu/?p=39087,
0,https://blog.admissions.illinois.edu/?author=172, Kennedy
0,https://blog.admissions.illinois.edu/?p=38984,
0,https://blog.admissions.illinois.edu/?p=38987,
0,https://blog.admissions.illinois.edu/?p=38972,
0,https://blog.admissions.illinois.edu/?p=38936,
0,https://blog.admissions.illinois.edu/?author=174, Brooke
0,https://blog.admissions.illinois.edu/?p=38970,
0,https://blog.admissions.illinois.edu/?p=38885,
0,https://blog.admissions.illinois.edu/?author=167, Luis
0,https://blog.admissions.illinois.edu/?p=38887,
0,https://blog.admissions.illinois.edu/?p=38849,
0,https://blog.admissions.illinois.edu/?p=38860,
0,https://blog.admissions.illinois.edu/?paged=2,Older Entries
0,https://enroll.illinois.edu/register/?id=e4f338f1-4558-42a7-90ea-accfb986dd49,Sign up!
0,http://illinois.edu,
0,https://illinois.edu/academics/academics.html#content-main,Skip to main content
0,https://illinois.edu/academics/index.html#content-main,Skip to main content
0,https://www.library.illinois.edu/#site_search_collapse_mobile, Site Search
0,https://illinois.edu/academics/honors.html#content-main,Skip to main content
0,https://www.library.illinois.edu/iwonder, Ask A Librarian
1,https://www.library.illinois.edu/geninfo/staff-directory/,Employee Directory
0,https://www.library.illinois.edu/geninfo/unit-directory/,Departmental Directory
0,https://www.library.illinois.edu/about/administration-overview/,Administration
1,https://www.library.illinois.edu/about/faculty-staff-achievements/,Faculty & Staff Achievments
0,https://www.library.illinois.edu/using-library-spaces/library-spaces/,Library Spaces
0,https://www.library.illinois.edu/library-building-project/,Library Building Project
0,https://www.library.illinois.edu/geninfo/library-organization/busoff/positions/,Library Employment
0,https://calendars.illinois.edu/list/4092?cal=20141104,Events
0,https://www.library.illinois.edu/news/,News
0,https://www.library.illinois.edu/friends/make-a-gift/,Make a Gift
0,https://www.library.illinois.edu/about/, MORE
0,https://www.library.illinois.edu/library-hours/,Libraries & Hours
0,https://www.library.illinois.edu/collections/,Collections Overview
0,https://guides.library.illinois.edu/eref/,Online Reference Collection
0,https://search.grainger.illinois.edu/searchaid2/searchassist.asp,Easy Search
0,https://illinois.edu, 
0,https://admissions.illinois.edu/Home/index, Undergraduate Admissions 
0,https://admissions.illinois.edu/Home/myillini-apply,Apply Now
0,https://admissions.illinois.edu/Apply/Freshman/process,How to Apply
0,https://admissions.illinois.edu/Apply/Freshman/dates,Dates & Deadlines
0,https://admissions.illinois.edu/Apply/Freshman/requirements,Requirements
0,https://myillini.illinois.edu/Programs,Majors
0,https://admissions.illinois.edu/Apply/Freshman/essays,Essay Questions
0,https://admissions.illinois.edu/Apply/Freshman/review,How We Review
0,https://admissions.illinois.edu/Apply/Freshman/college-credit,College Credit
0,https://admissions.illinois.edu/Apply/Freshman/action-plans,Yearly Planning
0,https://admissions.illinois.edu/FAQ/applicant-freshman,Applicant FAQ
0,https://admissions.illinois.edu/Apply/Transfer/process,How to Apply
0,https://admissions.illinois.edu/Apply/Transfer/dates,Dates & Deadlines
0,https://myillini.illinois.edu/Programs/TransferGuide,Transfer Guide
0,https://admissions.illinois.edu/Apply/Transfer/open-closed,Majors
0,https://guides.library.illinois.edu/,Library Guides
0,https://digital.library.illinois.edu/,Digital Library Collections
0,https://search.grainger.illinois.edu/linker/,Article Locator
0,https://www.ideals.illinois.edu/,IDEALS
0,https://guides.library.illinois.edu/az.php,Databases (A-Z)
0,https://www.library.illinois.edu/search-tools/find-library-materials/, MORE
0,https://guides.library.illinois.edu/c.php?g=435337&p=2967992,Setup & Use My Account
0,https://www.library.illinois.edu/borrowing/library-cards/,Library Cards
0,https://www.library.illinois.edu/borrowing/borrowing-privileges-2/,Borrowing Privileges
0,https://www.library.illinois.edu/borrowing/returns-recalls/,Returns & Recalls
0,https://www.library.illinois.edu/borrowing/overdue-and-lost-items/,Fines & Fees
0,https://www.library.illinois.edu/interlibrary-loan/university-of-illinois-users/,Interlibrary Loan
0,https://www.library.illinois.edu/interlibrary-loan/university-of-illinois-users/#doc_express_6,Document Delivery
0,https://www.library.illinois.edu/borrowing/borrow-library-materials/, MORE
0,https://www.library.illinois.edu/ask-us/,Ask a Librarian
0,https://www.library.illinois.edu/geninfo/subject-specialists,Subject Specialists
0,http://aces.illinois.edu/,"College of Agricultural, Consumer and Environmental Sciences"
0,http://ahs.illinois.edu,College of Applied Health Sciences
0,http://dgs.illinois.edu,Division of General Studies
0,http://ler.illinois.edu,School of Labor and Employment Relations
0,http://law.illinois.edu,College of Law
0,http://las.illinois.edu,College of Liberal Arts and Sciences
0,http://socialwork.illinois.edu,School of Social Work
0,https://online.illinois.edu,Illinois Online & Continuing Education
0,https://admissions.illinois.edu/Apply/Transfer/handbook,Transfer Handbook
0,https://admissions.illinois.edu/Apply/Transfer/gpa-guidelines,GPA Guidelines
0,https://admissions.illinois.edu/Apply/Transfer/review,How We Review
0,https://admissions.illinois.edu/FAQ/applicant-transfer,Applicant FAQ
0,https://admissions.illinois.edu/Apply/international,International
0,https://admissions.illinois.edu/Apply/undocumented,Undocumented
0,https://admissions.illinois.edu/Apply/pathways,Pathway
0,https://admissions.illinois.edu/Apply/nondegree,Nondegree
0,https://admissions.illinois.edu/Apply/second-bachelors,Second Bachelor's
0,https://admissions.illinois.edu/Apply/admitted,Admitted Checklist
0,https://admissions.illinois.edu/Apply/Admitted/summer-registration,New Student Registration
0,https://admissions.illinois.edu/Apply/Admitted/welcome-days,Welcome Days
0,https://admissions.illinois.edu/Apply/Admitted/international,International Requirements
0,https://admissions.illinois.edu/Apply/Admitted/transfer-course-report,Transfer Course Report
0,https://admissions.illinois.edu/FAQ/admitted,Admitted FAQ
0,https://admissions.illinois.edu/Invest/tuition,Tuition
0,https://admissions.illinois.edu/Invest/financial-aid,Financial Aid
0,http://courses.illinois.edu,Course Explorer and Class Schedule
0,http://registrar.illinois.edu/transcripts/index.html,Transcripts
0,https://calendars.illinois.edu/list/4068,Savvy Researcher Workshops
0,https://www.library.illinois.edu/rds/,Research Data Service
0,https://guides.library.illinois.edu/distance_learners/,Distance Learners & Instructors
0,https://www.library.illinois.edu/geninfo/other-campus-libraries/,Other Campus Libraries
0,https://www.library.illinois.edu/help-services/research-services/, MORE
0,https://guides.library.illinois.edu/usersdisabilities/assistivetech/,Assistive Technologies
0,https://www.library.illinois.edu/library-technology/access-databases-on-and-off-campus/,Access & Connectivity
